id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,occasion_cleaned,category,category_name
29783,,Parker House,,,,28x21cm folded; 28x42cm open,,,1946-0012_wotm,,,1946-01-03,Parker House,,Dollars,USD,complete,3,140,,0,
29785,,[Restaurant Name And/Or Location Not Given],,,,24x13cm,,,1946-0014_wotm,,,1946-01-05,[Restaurant Name And/Or Location Not Given],,Dollars,USD,complete,1,12,,0,
29786,,San Francisco Overland Limited,,,,25x17.5cm folded; 25x35cm open,,Arthur H. Rumpf Menu Collection,1946-0015_wotm,,,1946-01-24,San Francisco Overland Limited,,Dollars,USD,complete,3,89,,0,
29787,,The Streamliner,,,,27x18cm folded; 27x36cm open,,,1946-0016_wotm,,,1946-01-29,The Streamliner,,Dollars,USD,complete,3,75,,0,
29788,,The Streamliner,,,,27x18cm folded; 27x36cm open,,,1946-0017_wotm,,,1946-01-26,The Streamliner,,Dollars,USD,complete,3,79,,0,
29789,,Burlington Route,,,,23x15.5cm folded; 23x31cm open,,Arthur H. Rumpf Menu Collection,1946-0018_wotm,,,1946-02-01,Burlington Route,,Dollars,USD,complete,3,35,,0,
29790,,Parker House,,,,28x21cm folded; 28x42cm open,,,1946-0019_wotm,,,1946-02-06,Parker House,,Dollars,USD,complete,3,134,,0,
29791,,Empire Tea Room,,,,29x23cm folded; 29x46cm open,,,1946-0020_wotm,,,1946-02-11,Empire Tea Room,,Dollars,USD,complete,3,141,,0,
29792,,The Fred Harvey,,,,23x15cm folded; 23x30cm open,,,1946-0021_wotm,,,1946-02-27,The Fred Harvey,,Dollars,USD,complete,4,47,,0,
29793,,The Stockholm Restaurants,,,,28x22cm,,,1946-0022_wotm,,,1946-02-22,The Stockholm Restaurants,,Dollars,USD,complete,1,29,,0,
29795,,Pennsylvania Railroad,,,,23x14.5cm,,Arthur H. Rumpf Menu Collection,1946-0024_wotm,,,1946-01-01,Pennsylvania Railroad,,Dollars,USD,complete,2,44,,0,
29796,,Pennsylvania Railroad,,,,26x19cm folded; 26x38cm open,,Arthur H. Rumpf Menu Collection,1946-0025_wotm,,,1946-02-01,Pennsylvania Railroad,,Dollars,USD,complete,3,110,,0,
29797,,San Francisco Overland Limited,,,,25x17.5cm folded; 25x35cm open,,Arthur H. Rumpf Menu Collection,1946-0026_wotm,,,1946-02-13,San Francisco Overland Limited,,Dollars,USD,complete,3,63,,0,
29798,,Parker House,,,,28x21cm folded; 28x42cm open,,,1946-0027_wotm,,,1946-02-17,Parker House,,Dollars,USD,complete,3,144,,0,
29799,,Al Levy's Grill,,,,33x25cm folded; 33x50cm open,,,1946-0028_wotm,,,1946-03-18,Al Levy's Grill,,Dollars,USD,complete,3,313,,0,
29800,,Mike Lyman's Grill,,,,33x25cm folded; 33x50cm open,,,1946-0029_wotm,,,1946-03-15,Mike Lyman's Grill,,Dollars,USD,complete,3,322,,0,
29801,,The Waldorf Astoria,,,,30x24cm folded; 30x48cm open,,Dinner in honour of The Right Honourable Winston Leonard Spencer Churchill,1946-0030_wotm,,,1946-03-15,The Waldorf Astoria,,Dollars,USD,complete,11,15,,0,
29802,,Louis Sherry,,,,33x23cm,,separate menus for luncheon and dinner,1946-0031_wotm,,,1946-03-16,Louis Sherry,,Dollars,USD,complete,2,271,,0,
29803,,Pennsylvania Railroad,,,,23x14.5cm,,,1946-0032_wotm,,,1946-01-01,Pennsylvania Railroad,,Dollars,USD,complete,2,87,,0,
29804,,Pennsylvania Railroad,,,,23x14.5cm,,,1946-0033_wotm,,,1946-03-02,Pennsylvania Railroad,,Dollars,USD,complete,2,85,,0,
29805,,Southern Pacific,,,,21.5x14cm folded; 21.5x28cm open,,,1946-0034_wotm,,,1946-01-01,Southern Pacific,,Dollars,USD,complete,4,73,,0,
29806,,Southern Pacific,,,,21.5x14cm folded; 21.5x28cm open,,,1946-0035_wotm,,,1946-03-01,Southern Pacific,,Dollars,USD,complete,4,66,,0,
29807,,Southern Pacific,,,,21.5x14cm folded; 21.5x28cm open,,,1946-0036_wotm,,,1946-03-01,Southern Pacific,,Dollars,USD,complete,4,84,,0,
29808,,Southern Pacific,,,,21.5x14cm folded; 21.5x28cm open,,,1946-0037_wotm,,,1946-01-01,Southern Pacific,,Dollars,USD,complete,4,78,,0,
29809,,Southern Pacific,,,,21.5x14cm folded; 21.5x28cm open,,,1946-0038_wotm,,,1946-01-01,Southern Pacific,,Dollars,USD,complete,4,80,,0,
29810,,Pig N'whistle,,,,29x19cm folded; 29x38cm open,,,1946-0039_wotm,,,1946-03-14,Pig'n Whistle,,Dollars,USD,complete,5,201,,0,
29811,,The New Haven Railroad,,,,23x17cm,,,1946-0040_wotm,,,1946-03-01,The New Haven Railroad,,Dollars,USD,complete,1,30,,0,
29815,,Southern Pacific,,,,21.5x14cm folded; 21.5x28cm open,,Arthur H. Rumpf Menu Collection,1946-0045_wotm,,,1946-04-01,Southern Pacific,,Dollars,USD,complete,8,159,,0,
29817,,Charlie's,,,,31x21cm folded; 31x42cm open,,,1946-0047_wotm,,,1946-04-19,Charlie's,,Dollars,USD,complete,4,212,,0,
29819,,Charles,,,,40.5x28cm folded; 40.5x56 open,,,1946-0049_wotm,,,1946-05-29,Charles,,Dollars,USD,complete,4,271,,0,
29820,,Hotel Schweizerhof,,,,22x12cm,,text on back in German,1946-0050_wotm,,,1946-05-27,Hotel Schweizerhof,,Swiss Francs,CHF,complete,2,6,,0,
29821,,Hotel New Yorker,,,,30x23cm folded; 30x46cm open,,,1946-0051_wotm,,,1946-05-07,Hotel New Yorker,,Dollars,USD,complete,6,334,,0,
29822,,The Chief,,,,23x14.5cm,,Fred Harvey Dining Car Service; Arthur H. Rumpf Menu Collection,1946-0052_wotm,,,1946-06-04,The Chief,,Dollars,USD,complete,1,43,,0,
29823,,The Kansas Cityan Chicagoan,,,,23x14.5cm,,Fred Harvey Dining Car Service; Arthur H. Rumpf Menu Collection,1946-0053_wotm,,,1946-06-11,The Kansas Cityan Chicagoan,,Dollars,USD,complete,1,27,,0,
29824,,The Super Chief,,,,23x14.5cm folded; 23x29cm open,,Fred Harvey Dining Car Service; Arthur H. Rumpf Menu Collection,1946-0054_wotm,,,1946-06-11,The Super Chief,,Dollars,USD,complete,3,63,,0,
29825,,The Super Chief,,,,23x14.5cm folded; 23x29cm open,,Fred Harvey Dining Car Service; Arthur H. Rumpf Menu Collection,1946-0055_wotm,,,1946-06-11,The Super Chief,,Dollars,USD,under review,3,62,,0,
29827,,The Sagamore,,,,26.5x18cm folded; 26.5x36cm open,,,1946-0057_wotm,,,1946-07-01,The Sagamore,,Dollars,USD,complete,9,368,,0,
29828,,Hotel Regis,,,,21.5x14cm  ,,,1946-0058_wotm,,,1946-07-29,Hotel Regis,,Dollars,USD,complete,1,27,,0,
29829,,Town And Country Restaurant,,,,33.5x25cm,,,1946-0059_wotm,,,1946-08-14,Town And Country Restaurant,,Dollars,USD,complete,1,88,,0,
29839,,Miami Hotel,,,,14x21cm folded; 14x42cm open,,25th Anniversary Dayton Club Printing House Craftsman,1946-0069_wotm,,,1946-10-26,Miami Hotel,,Dollars,USD,complete,4,10,,0,
29842,,Harry Voiler's Trocadero Restaurant,,,,33x25.5cm,,,1946-0072_wotm,,,1946-12-26,Harry Voiler's Trocadero Restaurant,,Dollars,USD,complete,1,152,,0,
29843,,Kitty Davis Theatre Restaurant,,,,30x23cm folded; 30x46cm open,,,1946-0073_wotm,,,1946-12-23,Kitty Davis Theatre Restaurant,,Dollars,USD,complete,3,80,,0,
29844,,The Atlantis,,,,25.5x16.5cm folded; 25.5x33cm open,,,1946-0074_wotm,,,1946-12-25,The Atlantis,,Dollars,USD,complete,2,20,,0,
29845,,The Atlantis,,,,25x16.5cm  ,,,1946-0075_wotm,,,1946-12-27,The Atlantis,,Dollars,USD,complete,1,19,,0,
29846,,The Atlantis,,,,25.5x16.5cm folded; 25.5x33cm open,,,1946-0076_wotm,,,1946-12-31,The Atlantis,,Dollars,USD,complete,3,12,,0,
29847,,Skychef,,,,32x22cm,,,1946-0077_wotm,,,1947-01-01,Skychef,,Dollars,USD,complete,1,57,,0,
29848,,Pennsylvania Railroad,,,,27x19cm folded; 27x38cm open,,,1946-0078_wotm,,,1946-01-01,Pennsylvania Railroad,,Dollars,USD,complete,3,102,,0,
29853,,Michel Rosenberg's Mocamba Club,,,,38x30cm folded; 38x60cm open,,,1947-0005_wotm,,,1947-01-03,Michel Rosenberg's Mocamba Club,,Dollars,USD,complete,4,328,,0,
29854,,Miller Brothers,,,,33x21.5cm folded; 33x43cm open,,,1947-0006_wotm,,,1947-02-03,Miller Brothers,,Dollars,USD,complete,4,275,,0,
29856,,Triangle Hofbrau Restaurant,,,,33x23cm folded; 33x46cm open,,,1947-0008_wotm,,,1947-02-12,Triangle Hofbrau Restaurant,,Dollars,USD,under review,4,586,,0,
29857,,Dinty Moore's,,,,28x22cm folded; 28x44cm open,,,1947-0009_wotm,,,1947-02-27,Dinty Moore's,,Dollars,USD,complete,3,190,,0,
29858,,Hotel Statler,,,,26.5x16cm ,,Breakfast room service,1947-0010_wotm,,,1947-02-06,Hotel Statler,,Dollars,USD,complete,1,48,,0,
29859,,Hotel New Yorker,,,,30x23cm folded; 30x46cm open,,De Luxe Luncheons,1947-0011_wotm,,,1947-03-14,Hotel New Yorker,,Dollars,USD,complete,3,202,,0,
29860,,Hotel New Yorker,,,,30x23cm folded; 30x46cm open,,De Luxe Dinners,1947-0012_wotm,,,1947-03-15,Hotel New Yorker,,Dollars,USD,complete,3,208,,0,
29865,,Hotel Mark Hopkins,,,,30x23cm folded; 30x46cm open,,,1947-0017_wotm,,,1947-04-27,Hotel Mark Hopkins,,Dollars,USD,complete,2,112,,0,
29866,,Publick House,,,,27x19cm folded; 27x38cm open,,,1947-0018_wotm,,,1947-04-23,Publick House,,Dollars,USD,complete,5,44,,0,
29867,,Hotel Commodore,,,,21.5x14cm folded; 21.5x28cm open,,Rotary Club of New York,1947-0019_wotm,,,1947-04-24,Hotel Commodore,,Dollars,USD,complete,5,7,,0,
29868,,Hotel Claremont,,,,30x16cm,,,1947-0020_wotm,,,1947-04-27,Hotel Claremont,,Dollars,USD,under review,1,42,,0,
29870,,The Palace Hotel,,,,29x21cm folded; 29x42cm open,,,1947-0022_wotm,,,1947-04-28,The Palace Hotel,,Dollars,USD,complete,4,287,,0,
29871,,The Fairmont Hotel,,,,29x23.5cm folded; 29x47cm open,,,1947-0023_wotm,,,1947-05-01,The Fairmont Hotel,,Dollars,USD,complete,3,192,,0,
29872,,Rosoff's Restaurant,,,,29x19cm folded; 29x38cm open,,,1947-0024_wotm,,,1947-05-13,Rosoff's Restaurant,,Dollars,USD,complete,3,209,,0,
29875,,Hotel New Yorker,,,,30x23cm folded; 30x46cm open,,,1947-0027_wotm,,,1947-05-07,Hotel New Yorker,,Dollars,USD,complete,6,204,,0,
29876,,Hotel Mark Hopkins,,,,27.5x41cm,,,1947-0028_wotm,,,1947-05-01,Hotel Mark Hopkins,,Dollars,USD,complete,1,107,,0,
29878,,S/S St. Lawrence; S/S Tadoussac; S/S Richelieu; S/S Quebec,,,,19.5x12.5cm folded; 19.5x25cm open,,,1947-0030_wotm,,,1947-06-01,S/S St. Lawrence; S/S Tadoussac; S/S Richelieu; S/S Quebec,,Dollars,USD,complete,5,90,,0,
29880,,Louis Sherry,,,,33x25.5cm folded; 33x51cm open,,,1947-0032_wotm,,,1947-07-04,Louis Sherry,,Dollars,USD,complete,4,173,,0,
29881,,Mount Royal Hotel,,,,36x24cm,,,1947-0033_wotm,,,1947-07-02,Mount Royal Hotel,,Canadian Dollars,CAD,complete,1,125,,0,
29890,,The Oasis,,,,21x14cm,,,1947-0042_wotm,,,1947-11-27,The Oasis,,Dollars,USD,complete,1,22,,0,
29899,,Canadian National Railways,,,,23x15.5cm folded; 23x31cm open,,Arthur H. Rumpf Menu Collection,1946-0042_wotm,,,1946-01-01,Canadian National Railways,,Canadian Dollars,CAD,complete,4,48,,0,
29901,,The Maplewood,,,,26.5x17.5cm,,,1948-0059_wotm,,,1948-08-28,The Maplewood,,Dollars,USD,complete,2,56,,0,
29902,,The Edgewater Restaurant,,,,33x25cm folded; 33x51cm open,,,1948-0060_wotm,,,1943-08-18,The Edgewater Restaurant,,Dollars,USD,complete,4,297,,0,
29905,,Little Pep Delmonico Restaurant,,,,28x21.5cm folded; 28x43cm open,,,1948-0063_wotm,,,1948-01-01,Little Pep Delmonico Restaurant,,Dollars,USD,complete,5,313,,0,
29907,,Toon Tien,,,,28x18cm folded; 28x35.5cm open,,,1948-0065_wotm,,,1948-12-01,Toon Tien,,Dollars,USD,complete,3,198,,0,
29909,,Pomeroy's,,,,33x25cm folded; 33x51cm open,,,1948-0067_wotm,,,1948-12-15,Pomeroy's,,Dollars,USD,complete,6,370,,0,
29912,,Gray's Inn,,,,32x25cm folded; 32x50cm open,,,1949-0002_wotm,,,1949-01-04,Gray's Inn,,Dollars,USD,complete,6,279,,0,
29913,,The Wilro Restaurant,,,,28.5x21.5cm folded; 28.5x43cm open,,,1949-0003_wotm,,,1949-01-08,The Wilro Restaurant,,Dollars,USD,complete,5,88,,0,
29914,,Oyster Bay Restaurant,,,,33.5x22cm folded; 33.5x44cm open,,,1949-0004_wotm,,,1949-01-27,Oyster Bay Restaurant,,Dollars,USD,complete,4,335,,0,
29915,,The Oglethorpe,,,,24x16cm ,,,1949-0005_wotm,,,1949-01-07,The Oglethorpe,,Dollars,USD,complete,1,29,,0,
29916,,Kugler's,,,,32x21cm folded; 32x42cm open,,,1949-0006_wotm,,,1949-02-01,Kugler's,,Dollars,USD,complete,4,215,,0,
29918,,Orange Blossom Special,,,,27x18cm folded; 27x36cm open,,,1949-0008_wotm,,,1949-02-17,Orange Blossom Special,,Dollars,USD,complete,3,99,,0,
29920,,Ritz Carlton Hotel Ballroom,,,,24x16cm folded; 24x32cm open,,,1949-0010_wotm,,,1949-03-22,Ritz Carlton Hotel Ballroom,,Dollars,USD,complete,9,41,,0,
29921,,Wally J,,,,28x14cm,,,1949-0011_wotm,,,1949-03-02,Wally J,,Dollars,USD,complete,1,27,,0,
29923,,Sea Isle Hotel,,,,33x22cm,,,1949-0013_wotm,,,1949-03-27,Sea Isle Hotel,,Dollars,USD,under review,1,75,,0,
29927,,Sea Isle Hotel,,,,33x22cm,,,1949-0017_wotm,,,1949-04-03,Sea Isle Hotel,,Dollars,USD,complete,1,77,,0,
29928,,The Ahwahnee,,,,21x14cm folded; 21x28cm open,,,1949-0018_wotm,,,1949-04-12,The Ahwahnee,,Dollars,USD,complete,3,35,,0,
29930,,The Ahwahnee,,,,21x14cm folded; 21x28cm open,,,1949-0020_wotm,,,1949-04-17,The Ahwahnee,,Dollars,USD,complete,3,25,,0,
29935,,The Roosevelt,,,,30x19cm folded; 30x42cm open,,,1949-0025_wotm,,,1949-07-01,The Roosevelt,,Dollars,USD,complete,6,119,,0,
29936,,Banff Springs Hotel,,,,28x20.5cm folded; 28x40.5cm open,,,1949-0026_wotm,,,1949-07-27,Banff Springs Hotel,,Canadian Dollars,CAD,complete,3,151,,0,
29937,,Chateau Lake Louise,,,,28x20.5cm folded; 28x40.5cm open,,,1949-0027_wotm,,,1949-07-25,Chateau Lake Louise,,Canadian Dollars,CAD,complete,3,114,,0,
29938,,The Empress Hotel,,,,28x18cm folded; 28x35cm open,,,1949-0028_wotm,,,1949-07-29,The Empress Hotel,,Canadian Dollars,CAD,complete,4,131,,0,
29942,,Hotel Nicollet,,,,29.5x20cm folded; 29.5x39.5cm open,,,1949-0032_wotm,,,1949-07-01,Hotel Nicollet,,Dollars,USD,complete,3,100,,0,
29943,,Charlie's Café Exceptionale,,,,35.5x26cm,,,1949-0033_wotm,,,1949-08-24,Charlie's Café Exceptionale,,Dollars,USD,complete,1,74,,0,
29944,,El Covar Hotel,,,,24x17.5cm folded; 24x35cm open,,,1949-0034_wotm,,,1949-08-21,El Covar Hotel,,Dollars,USD,complete,3,91,,0,
29948,,Rosoff's,,,,28.5x19cm folded; 28.5x38cm open,,,1949-0038_wotm,,,1949-08-04,Rosoff's,,Dollars,USD,complete,5,215,,0,
29949,,Parker House,,,,24x14cm,,,1949-0039_wotm,,,1949-08-01,Parker House,,Dollars,USD,complete,1,90,,0,
29950,,Charlie's Café Exceptionale,,,,25.5x27.5cm folded; 25.5x40.5cm open,,,1949-0040_wotm,,,1949-09-08,Charlie's Café Exceptionale,,Dollars,USD,complete,3,98,,0,
29951,,Von's Café,,,,35x26cm,,,1949-0041_wotm,,,1949-09-27,Von's Café,,Dollars,USD,complete,4,548,,0,
29952,,[Restaurant And/Or Location Not Given],,,,30x21cm ,,,1949-0042_wotm,,,1949-09-16,[Restaurant And/Or Location Not Given],,Dollars,USD,complete,1,48,,0,
29953,,Garden Room,,,,38.5x30.5cm ,,,1949-0043_wotm,,,1949-09-21,Garden Room,,Dollars,USD,complete,1,144,,0,
29954,,Coffee Shop,,,,31.5x18cm,,,1949-0044_wotm,,,1949-09-25,Coffee Shop,,Dollars,USD,complete,1,96,,0,
29956,,Curly's Theater Café,,,,32.5x22.5cm,,,1949-0046_wotm,,,1949-09-28,Curly's Theater Café,,Dollars,USD,complete,1,57,,0,
29957,,River Room Restaurant,,,,28x20.5cm folded; 28x40.5cm open,,,1949-0047_wotm,,,1949-09-29,River Room Restaurant,,Dollars,USD,complete,4,53,,0,
29958,,Coffee Shop,,,,27.5x22cm folded; 27.5x43.5cm open,,,1949-0048_wotm,,,1949-09-30,Coffee Shop,,Dollars,USD,complete,3,140,,0,
29959,,Dayton's Sky Room,,,,30.5x23cm folded; 30.5x45.5cm open,,,1949-0049_wotm,,,1949-09-30,Dayton's Sky Room,,Dollars,USD,complete,7,104,,0,
29962,,Rosoff's,,,,28.5x19cm folded; 28.5x38cm open,,,1949-0052_wotm,,,1949-10-08,Rosoff's,,Dollars,USD,complete,4,223,,0,
29963,,Faculty Club,,,,20.5x13cm,,,1949-0053_wotm,,,1949-10-15,Faculty Club,,Dollars,USD,complete,1,53,,0,
29964,,Faculty Club,,,,20.5x13cm,,,1949-0054_wotm,,,1949-10-15,Faculty Club,,Dollars,USD,complete,1,72,,0,
29966,,Two Guitars,,,,33x25.5cm folded; 33x50.5cm open,,,1949-0056_wotm,,,1949-10-09,Two Guitars,,Dollars,USD,complete,5,189,,0,
29968,,Coffee Shop,,,,25.5x16.5cm folded; 25.5x33cm open,,,1949-0058_wotm,,,1949-11-13,Coffee Shop,,Dollars,USD,complete,5,181,,0,
29969,,Schrafft's,,,,23x13cm folded; 23x25.5cm open,,Wine and cocktails menu,1949-0059_wotm,,,1949-11-17,Schrafft's,,Dollars,USD,complete,4,115,,0,
29971,,Louis Sherry,,,,28x18cm,,,1949-0061_wotm,,,1949-12-25,Louis Sherry,,Dollars,USD,complete,1,18,,0,
29973,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Luncheon room service menu.,1949-0063_wotm,,,1949-12-27,The Waldorf Astoria,,Dollars,USD,complete,3,141,,0,
29974,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Dinner room service menu,1949-0064_wotm,,,1949-12-27,The Waldorf Astoria,,Dollars,USD,complete,3,180,,0,
29975,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Luncheon room service menu.,1949-0065_wotm,,,1949-12-28,The Waldorf Astoria,,Dollars,USD,complete,3,139,,0,
29976,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Dinner room service menu,1949-0066_wotm,,,1949-12-28,The Waldorf Astoria,,Dollars,USD,complete,3,179,,0,
29977,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Luncheon room service menu.,1949-0067_wotm,,,1949-12-29,The Waldorf Astoria,,Dollars,USD,complete,3,141,,0,
29978,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Dinner room service menu,1949-0068_wotm,,,1949-12-29,The Waldorf Astoria,,Dollars,USD,complete,6,178,,0,
29979,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Luncheon room service menu.,1949-0069_wotm,,,1949-12-30,The Waldorf Astoria,,Dollars,USD,complete,6,142,,0,
29980,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Dinner room service menu,1949-0070_wotm,,,1949-12-30,The Waldorf Astoria,,Dollars,USD,complete,3,179,,0,
29981,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Luncheon room service menu.,1949-0071_wotm,,,1949-12-31,The Waldorf Astoria,,Dollars,USD,complete,3,140,,0,
29982,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,,Dinner room service menu,1949-0072_wotm,,,1949-12-31,The Waldorf Astoria,,Dollars,USD,complete,3,180,,0,
29985,,Rainbow Room,,,,35x25.5cm folded; 35x50.5cm open,,,1949-0075_wotm,,,1949-12-23,Rainbow Room,,Dollars,USD,complete,3,68,,0,
29986,,The Brass Rail,,,,38x25.5cm folded; 38x51cm open,,,1949-0076_wotm,,,1949-12-23,The Brass Rail,,Dollars,USD,complete,4,430,,0,
29988,,Stonewall Jackson Hotel,,,,28x22cm,,,1949-0078_wotm,,,1949-12-10,Stonewall Jackson Hotel,,Dollars,USD,complete,1,41,,0,
29989,,Hoe Sai Gai's,,,,30.5x24cm folded; 30.5x48cm open,,,1949-0079_wotm,,,1949-01-08,Hoe Sai Gai's,,Dollars,USD,complete,3,311,,0,
29990,,The Shamrock,,,,35x22.5cm folded; 35x45cm open,,,1949-0080_wotm,,,1949-01-01,The Shamrock,,Dollars,USD,complete,17,117,,0,
29991,,The White Turkey,,,,31x21cm folded; 31x41.5cm open,,,1949-0081_wotm,,,1949-09-01,The White Turkey,,Dollars,USD,complete,4,115,,0,
29992,,Childs,,,,25.5x17cm folded; 25.5x34cm open,,,1949-0082_wotm,,,1949-05-12,Childs,,Dollars,USD,complete,4,114,,0,
29993,,The Sea Isle,,,,30.5x24.5cm,,,1949-0083_wotm,,,1949-01-01,The Sea Isle,,Dollars,USD,complete,1,38,,0,
29994,,Union Pacific  Railroad,,,,23x17.5cm folded; 23x35cm open,,Breakfast menu,1948-0005_wotm,,,1948-01-21,Union Pacific  Railroad,,Dollars,USD,complete,4,111,,0,
29995,,Union Pacific  Railroad,,,,23x17.5cm folded; 23x35cm open,,Luncheon menu,1948-0006_wotm,,,1948-01-21,Union Pacific  Railroad,,Dollars,USD,complete,4,91,,0,
29996,,The Benjamin Franklin,,,,28x21.5cm folded; 28x43cm open,,,1948-0007_wotm,,,1948-01-26,The Benjamin Franklin,,Dollars,USD,complete,4,240,,0,
29997,,Streamliner,,,,25.5x17.5cm folded; 25.5x35cm open,,,1948-0008_wotm,,,1948-01-28,Streamliner,,Dollars,USD,complete,4,77,,0,
29998,,Mike Lyman's Grill,,,,33x24.5cm folded; 33x49.5cm open,,,1948-0009_wotm,,,1948-02-27,Mike Lyman's Grill,,Dollars,USD,complete,5,339,,0,
29999,,Pig N'whistle,,,,28.5x19cm folded; 28.5x38cm open,,,1948-0010_wotm,,,1948-02-25,Pig N'whistle,,Dollars,USD,complete,5,150,,0,
30000,,Ferris Restaurant,,,,21x13cm folded; 21x26.5cm open,,,1948-0011_wotm,,,1948-02-01,Ferris Restaurant,,Dollars,USD,complete,3,61,,0,
30001,,The Pony Express,,,,25.5x17.5cm folded; 25.5x35cm open,,,1948-0012_wotm,,,1948-02-02,The Pony Express,,Dollars,USD,complete,6,91,,0,
30003,,Eaton's Chicken House,,,,33x24.5cm  ,,,1948-0014_wotm,,,1948-02-14,Eaton's Chicken House,,Dollars,USD,complete,2,87,,0,
30004,,Chicago And North Western System,,,,25.5x19cm folded; 25.5x38cm open,,,1948-0015_wotm,,,1948-02-15,Chicago And North Western System,,Dollars,USD,complete,3,59,,0,
30005,,Beverly Hills Hotel,,,,36x24cm folded; 36x48cm open,,,1948-0016_wotm,,,1948-02-23,Beverly Hills Hotel,,Dollars,USD,complete,3,97,,0,
30006,,Brown Derby,,,,33x24.5cm folded; 33x48.5cm open,,,1948-0017_wotm,,,1948-02-25,Brown Derby,,Dollars,USD,complete,3,84,,0,
30007,,El Cordova Café And Coffee Shop,,,,28x17cm folded; 28x32.5cm open,,,1948-0018_wotm,,,1948-02-28,El Cordova Café And Coffee Shop,,Dollars,USD,under review,4,216,,0,
30010,,Hollywood's Ham N' Eggs,,,,27.5x21.5cm,,,1948-0021_wotm,,,1948-03-18,Hollywood's Ham N' Eggs,,Dollars,USD,complete,2,71,,0,
30011,,New Venetian Room,,,,33x25.5cm folded; 33x51cm open,,,1948-0022_wotm,,,1948-03-02,New Venetian Room,,Dollars,USD,complete,3,146,,0,
30012,,Alioto's No. 8,,,,35.5x28cm ,,,1948-0023_wotm,,,1948-03-02,Alioto's No. 8,,Dollars,USD,complete,1,108,,0,
30013,,The Birch Room,,,,29.5x23.5cm folded; 29.5x47cm open,,,1948-0001_wotm,,,1948-03-02,The Birch Room,,Dollars,USD,complete,3,169,,0,
30014,,Lark,,,,23x15cm folded; 23x30.5cm open,,,1948-0002_wotm,,,1948-01-01,Lark,,Dollars,USD,complete,4,85,,0,
30017,,The Tiffin,,,,28x23cm folded; 28x44cm open,,,1948-0024_wotm,,,1948-03-05,The Tiffin,,Dollars,USD,complete,4,67,,0,
30018,,Mandel Brothers,,,,29.5x23cm folded; 29.5x45.5cm open,,,1948-0025_wotm,,,1948-03-08,Mandel Brothers,,Dollars,USD,complete,2,80,,0,
30019,,Henrici's On Randolph,,,,32x20cm folded; 32x40cm open,,,1948-0026_wotm,,,1948-03-08,Henrici's On Randolph,,Dollars,USD,complete,3,178,,0,
30020,,Palmer House,,,,27x11.5cm folded; 27x35cm open,,,1948-0027_wotm,,,1948-03-08,Palmer House,,Dollars,USD,complete,5,97,,0,
30021,,Original Pete's Famous Steaks,,,,29.5x22.5cm folded; 29.5x44.5cm open,,,1948-0028_wotm,,,1948-03-09,Original Pete's Famous Steaks,,Dollars,USD,complete,3,191,,0,
30025,,Patten Restaurant,,,,28x18cm folded; 28x35.5cm open,,,1948-0032_wotm,,,1948-04-06,Patten Restaurant,,Dollars,USD,complete,3,148,,0,
30027,,Cavanagh's,,,,35x25cm folded; 35x49.5cm open,,,1948-0034_wotm,,,1948-04-10,Cavanagh's,,Dollars,USD,complete,3,438,,0,
30029,,Toffenetti Restaurant,,,,28x21cm folded; 28x42cm open,,,1948-0036_wotm,,,1948-06-06,Toffenetti Restaurant,,Dollars,USD,complete,6,115,,0,
30031,,Ports Of Call,,,,40.5x18cm folded; 40.5x35cm open,,,1948-0038_wotm,,,1948-01-01,Ports Of Call,,Dollars,USD,complete,4,45,,0,
30032,,Klein's,,,,29x22cm folded; 29x43.5cm open,,,1948-0039_wotm,,,1948-06-15,Klein's,,Dollars,USD,complete,3,261,,0,
30033,,Cadillac  Restaurant,,,,34x21.5cm folded; 34x43cm open,,,1948-0040_wotm,,,1948-06-06,Cadillac  Restaurant,,Dollars,USD,complete,3,337,,0,
30034,,Rosoff's,,,,29x21.5cm folded; 29x42cm open,,,1948-0041_wotm,,,1948-06-06,Rosoff's,,Dollars,USD,complete,4,215,,0,
30041,,The Waldorf Astoria,,,,29x20.5cm folded; 29x40.5cm open,,Luncheon menu,1948-0048_wotm,,,1948-07-01,The Waldorf Astoria,,Dollars,USD,complete,3,188,,0,
30051,,New York Central System,,,,23.5x15.5cm folded; 23.5x30.5cm open,,Railroad dining car menu,1943-0013_wotm,,,1946-01-01,New York Central System,,Dollars,USD,complete,3,24,,0,
